ScientificName,Latitude,Longitude,YearCollected,MonthCollected,DayCollected
Oreochromis niloticus,31.216667,130.566667,1979,8,28
Oreochromis niloticus,31.216667,130.566667,1979,8,28
Oreochromis niloticus,31.216667,130.566667,1979,8,28
Oreochromis niloticus,31.216667,130.566667,1979,8,28
Oreochromis niloticus,31.216667,130.566667,1979,8,28
Oreochromis niloticus,31.216667,130.566667,1979,8,28
Oreochromis niloticus,31.216667,130.566667,1979,8,28
Oreochromis niloticus,31.216667,130.566667,1979,8,28
Oreochromis niloticus,31.216667,130.566667,1979,8,28
Oreochromis niloticus,31.216667,130.566667,1979,8,28
Oreochromis niloticus,31.216667,130.566667,1979,8,28
Oreochromis niloticus,31.216667,130.566667,1979,8,28
Oreochromis niloticus,31.216667,130.566667,1979,8,28
Oreochromis niloticus,31.216667,130.566667,1979,8,28
Oreochromis niloticus,31.216667,130.566667,1979,8,28
Oreochromis niloticus,31.216667,130.566667,1979,8,28
Oreochromis niloticus,31.216667,130.566667,1979,8,28
Oreochromis niloticus,31.216667,130.566667,1979,8,28
Oreochromis niloticus,31.216667,130.566667,1979,8,28
Oreochromis niloticus,31.216667,130.566667,1979,8,28
Oreochromis niloticus,31.216667,130.566667,1979,8,28
Oreochromis niloticus,31.216667,130.566667,1979,8,28
Oreochromis niloticus,31.216667,130.566667,1979,8,28
Oreochromis niloticus,,,,,
Oreochromis niloticus,,,,,
Oreochromis niloticus,,,,,
Tilapia nilotica,,,1927,4,10
Tilapia nilotica,,,1927,3,31
Tilapia nilotica,,,1927,,
Tilapia nilotica,,,1925,,
Oreochromis niloticus,33.45174,-90.64829,2004,10,13
Oreochromis niloticus,33.45174,-90.64829,2004,10,14
Oreochromis niloticus,-3.391666667,29.375,,,
Oreochromis niloticus,,,,,
Oreochromis niloticus,,,,,
Oreochromis niloticus,,,,,
Oreochromis niloticus,31.537222,130.502222,2012,10,27
Oreochromis niloticus,,,,,
Oreochromis niloticus,,,,,
Oreochromis niloticus,,,,,
Tilapia nilotica,-0.02,30.146667,1957,11,22
Tilapia nilotica,,,1950,3,10
Oreochromis niloticus niloticus,,,1899,,
Oreochromis niloticus niloticus,,,1899,,
Oreochromis niloticus niloticus,,,,,
Tilapia nilotica,-0.011667,30.138333,1957,11,23
Oreochromis niloticus,,,,,
Oreochromis niloticus,30.4272,-88.4349,2008,4,17
Oreochromis niloticus,30.4272,-88.4349,2008,4,8
Oreochromis niloticus,30.4272,-88.4349,2008,4,23
Oreochromis niloticus,,,,,
Oreochromis niloticus,,,,,
Oreochromis niloticus,,,,,
Oreochromis niloticus,,,,,
Tilapia nilotica,,,,,
Tilapia nilotica,,,,,
Tilapia nilotica,,,,,
Oreochromis niloticus,0.40437,33.1945,2007,5,9
Oreochromis niloticus,,,,,
Oreochromis niloticus,10.599943,14.324979,1937,1,11
Oreochromis niloticus,15.21319,104.83903,2008,8,31
Oreochromis niloticus,14.806,105.3907,2012,1,10
Oreochromis niloticus,15.18126,104.71472,2012,1,8
Oreochromis niloticus,30.42956,-89.01586,2009,1,23
Oreochromis niloticus,31.537222,130.502222,2013,10,26
Oreochromis niloticus,31.537222,130.502222,2013,10,26
Oreochromis niloticus,,,1989,8,19
Oreochromis niloticus,,,1989,8,19
Oreochromis niloticus,30.394944,-87.793134,2007,8,24
Oreochromis niloticus,,,1989,8,19
Oreochromis niloticus,,,,,
Oreochromis niloticus,,,,,
Oreochromis niloticus niloticus,,,,,
Oreochromis niloticus niloticus,,,,,
Oreochromis niloticus,,,,,
Oreochromis niloticus,,,,,
Oreochromis niloticus,,,,,
Oreochromis niloticus,,,,,
Tilapia nilotica,,,1954,1,7
Tilapia nilotica,,,1954,1,12
Oreochromis niloticus,25.70993,-108.34193,2008,1,14
Oreochromis niloticus,25.34166667,49.34166667,,,
Oreochromis niloticus niloticus,,,,,
Oreochromis niloticus niloticus,,,,,
Oreochromis niloticus niloticus,,,,,
Oreochromis niloticus,,,,,
Tilapia nilotica,,,,,
Tilapia nilotica,,,1950,3,20
Tilapia nilotica,,,1950,3,20
Tilapia nilotica,,,1844,,21
Tilapia nilotica,,,1953,,
Tilapia nilotica,11.002574,-0.384389,1964,2,15
Tilapia nilotica,5.995049,0.585065,1963,6,4
Oreochromis niloticus eduardianus,,,,,
Tilapia nilotica,6.106365,0.234363,1963,6,7
Tilapia nilotica,,,1963,6,7
Oreochromis niloticus,30.39159,-87.79568,2014,7,11
Oreochromis niloticus,,,,,
Oreochromis niloticus,,,,,
Oreochromis niloticus,,,,,
Oreochromis niloticus,31.5275,130.518056,2006,9,20
Oreochromis niloticus,31.5275,130.518056,2006,9,20
Oreochromis niloticus,31.5275,130.518056,2006,9,20
Oreochromis niloticus,31.5275,130.518056,2006,9,20
Oreochromis niloticus,31.5275,130.518056,2006,9,20
Oreochromis niloticus,-3.766666667,-80.45,1992,7,6
Oreochromis niloticus,31.274444,130.623889,2006,9,21
Oreochromis niloticus,7.310812,18.287125,0,0,0
Oreochromis niloticus,31.274444,130.623889,2006,9,21
Oreochromis niloticus,31.249444,130.639722,2006,9,21
Oreochromis niloticus,31.249444,130.639722,2006,9,21
Oreochromis niloticus,31.249444,130.639722,2006,9,21
Oreochromis niloticus,31.249444,130.639722,2006,9,21
Oreochromis niloticus,31.249444,130.639722,2006,9,21
Oreochromis niloticus,,,1997,10,23
Oreochromis niloticus,31.249444,130.639722,2006,9,21
Oreochromis niloticus,31.249444,130.639722,2006,9,21
Oreochromis niloticus,31.249444,130.639722,2006,9,21
Oreochromis niloticus,31.249444,130.639722,2006,9,21
Oreochromis niloticus,31.249444,130.639722,2006,9,21
Oreochromis niloticus,31.254167,130.636389,2007,10,20
Oreochromis niloticus,31.249444,130.639722,2006,9,21
Oreochromis niloticus,31.249444,130.639722,2006,9,21
Oreochromis niloticus,,,1998,10,19
Oreochromis niloticus,,,1998,10,19
Oreochromis niloticus,31.249444,130.639722,2006,9,21
Tilapia nilotica,,,1946,,
Tilapia nilotica,,,1946,12,14
Tilapia nilotica,,,1947,2,20
Oreochromis niloticus,27.038611,128.453056,2015,3,17
Oreochromis niloticus,27.038611,128.453056,2015,3,17
Oreochromis niloticus,-7.25539,-79.10082,2018,8,27
Tilapia nilotica,,,,,
Tilapia nilotica,,,,,
Oreochromis niloticus niloticus,,,1910,1,6
Oreochromis niloticus niloticus,,,1910,1,6
Oreochromis niloticus,18.1499996,-95.6666641,1989,11,24
Tilapia nilotica,,,1956,,
Tilapia nilotica,,,1865,0,0
Tilapia nilotica,,,1950,3,21
Oreochromis niloticus niloticus,,,1920,2,
Oreochromis niloticus eduardianus,,,1911,,
Oreochromis niloticus,43.41266628,-80.41619092,2010,6,23
Oreochromis niloticus,45.35065,-75.70447,2010,6,19
Oreochromis niloticus niloticus,,,1928,2,25
Oreochromis niloticus niloticus,,,1928,2,25
Oreochromis niloticus niloticus,,,1928,2,10
Oreochromis niloticus niloticus,,,1928,2,25
Oreochromis niloticus niloticus,,,1928,2,26
Oreochromis niloticus niloticus,,,1928,3,2
Oreochromis niloticus niloticus,,,1928,2,20
Oreochromis niloticus,17.8666668,-96.5,1990,5,1
Oreochromis niloticus,4.3506665,11.6328334,2004,1,31
Oreochromis niloticus,18.1333332,-96.3666687,1991,3,26
Oreochromis niloticus,18.1333332,-96.3666687,1990,3,27
Oreochromis niloticus,18.1333332,-96.3666687,1990,3,27
Oreochromis niloticus,19.2375,-70.1194444,1990,2,24
Oreochromis niloticus,18.166666,-96.25,1990,3,28
Oreochromis niloticus,,,1999,11,1
Oreochromis niloticus,16.9874992,-97.8880539,1990,10,17
Oreochromis niloticus,19.47348,-71.34597,,,
Oreochromis niloticus,7.65757,34.18695,2008,10,2
Oreochromis niloticus,7.8328,34.3069,2008,10,2
Oreochromis niloticus,7.87336,34.49674,2008,10,3
Oreochromis niloticus,8.19206,34.2692,2008,10,4
Oreochromis niloticus,7.8328,34.3069,2008,10,6
Oreochromis niloticus,7.87336,34.49674,2008,10,7
Oreochromis niloticus,18.8050003,-89.3758316,1999,8,26
Oreochromis niloticus,18.61275,-71.007,2010,8,5
Oreochromis niloticus,18.259778,-71.246722,2010,7,3
Oreochromis niloticus,18.294028,-71.245833,2010,7,4
Oreochromis niloticus,18.634167,-71.018528,2010,8,5
Oreochromis niloticus,18.546778,-71.833583,2010,7,9
Oreochromis niloticus,18.401917,-71.183639,2010,8,8
Oreochromis niloticus,18.731,-71.114111,2010,8,12
Oreochromis niloticus,18.72175,-71.105889,2010,8,12
Oreochromis niloticus,18.7115,-71.054472,2010,8,13
Oreochromis niloticus,18.682167,-71.050806,2010,8,14
Oreochromis niloticus,18.518528,-71.020417,2010,8,6
Oreochromis niloticus,-0.3434421,25.4516084,2010,6,4
Oreochromis niloticus,,,,,
Oreochromis niloticus,,,1975,4,21
Oreochromis niloticus,-0.362783,31.9003,1994,5,17
Oreochromis niloticus,-0.362783,31.9003,1994,5,18
Oreochromis niloticus,30.782229,-84.900112,1991,9,15
Oreochromis niloticus,,,1862,,
Tilapia nilotica,,,,,
Tilapia nilotica,,,,,
Tilapia nilotica,,,,,
Tilapia nilotica,,,,,
Tilapia nilotica,,,,,
Tilapia nilotica,,,,,
Tilapia nilotica,,,,,
Tilapia nilotica,,,,,
Tilapia nilotica,,,,,
Tilapia nilotica,,,,,
Tilapia nilotica,,,,,
Tilapia nilotica,,,1843,,
Tilapia nilotica,,,8,,durand
Tilapia nilotica,,,,,saint-hilaire
Tilapia nilotica,,,,,toutee
Tilapia nilotica,,,,,toutee
Tilapia nilotica,2° N,31° E,1967,8,1
Oreochromis (Oreochromis) niloticus,"2° 30' 0"" S","32° 50' 0"" E",,,
Oreochromis (Oreochromis) niloticus,17° 3' N,42° 57' E,1983,9,19
Tilapia nilotica,,,,,
Tilapia nilotica,,,,,
Tilapia nilotica,,,,,
Tilapia nilotica,,,,,
Tilapia nilotica,,,,,
Oreochromis niloticus,,,,,
Oreochromis niloticus,,,,,
Oreochromis niloticus,11.633,104.866,2004,12,16
Oreochromis niloticus,,,2015,10,17
Oreochromis niloticus,,,2016,11,25
Oreochromis niloticus,14.7463,-86.2531,1999,7,14
Oreochromis niloticus,0.171,37.904,1995,9,7
Oreochromis niloticus,,,1956,8,
Oreochromis niloticus,,,,,
Oreochromis niloticus,1.482009,32.901305,,,
Oreochromis niloticus,,,1964,4,10
Oreochromis niloticus,3.357433,36.159302,1956,,
Oreochromis niloticus,,,,,
